Name,RatingValue,DatePublished,Review
Trattoria Nervosa,2,2019-11-11,"Unfortunately they did not let us make reservations probably because of the small size of the restaurant. 

I had a really uncomfortable time at this restaurant... let me tell you why...

The seating arrangement of the tables was very poor. 

We were seated on the second floor at a small table. There was another table, located one foot away from us, between us and the wall/window. Directly behind my friends seat was another table, so when she sat down, her chair was almost touching this other table. Directly behind my chair was someone else's chair. We were squished!!

When I sat down my chair was back to back with their chair. There was no room for the people in the table at the window to get out and for the servers to get over to them, so my friend and I had to stand up and tuck our chair in to let them through. When another couple came and sat there, I also had to stand up again and push my chair in to let them through. This was incredibly uncomfortable. 

A restaurant is supposed to be a relaxing place, especially when you are spending hard working money. I shouldn't be standing up and needing to let people through time and time again.

When serving the table behind me, the server had to squeeze behind my chair and stand right against the back and the side of my chair. It was not a relaxing dining experience at all! Service was okay at best, when they weren't getting me to stand up or squish us.

I ordered the malfalde ai fungi, it tasted delicious for the first few bites but the cream was so rich it was difficult to finish and I felt a little nauseous at the end. 

I expected much better!"
Levetto,3,2017-11-06,"First experience: Didn't receive 'regular service' (basic) when dining in, we weren't checked on and had to get up to order another drink and ask for takeaway containers. Tried pizza & rigatoni dish.
Second experience: the following week we ordered the Rigatoni dish (with braised beef) again but for take away there was only  1/4 of the amount of meat so we felt like we paid $15 for noodles and red sauce."
La Chingada,4,2019-04-09,"This little gem of a restaurant has a tapas menu and also some curiously good cocktails.

I tried huaraches which literally means ""sandal"".

It's a misshapen tortilla with sausage, sauce and toppings. It was delicious, albeit a small portion. Also ordered a Chino Loco, sort of a Tom Collins.

An overall pretty good treat in the Little Portugal area. Hard to find places open before 5pm, so glad this one worked out!"
Fudao noodle house,2,2019-02-04,"Cute concept, but the toppings are absolutely horrible! The price is very very low, but I found myself paying less for great food in Chinatown so the low price does not play any factor here.

The toppings to be put into the broth are of the lowest quality. The meat is severely freezer burned and sort of breaks apart in the broth once cooked. Their sausage also tastes like couch medicine in liquid form.. why? Fudao seemed like the perfect place on a freezing Toronto night for me to warm up, but I regretted my decision more and more with each bite that I took."
Chop Chop,3,2018-11-10,"I give this place 3.5 stars.

This little neighbourhood hole-in-the-wall is one major black west of Chinatown proper. I like the industrial minimalist decor and the open-concept kitchen - which means you can hear the comforting sounds of food being prepared and cooked.

The menu is simple - not the 10-page ones you get at the authentic Chinese restaurants like Asian Legend. It seems they've decided just to focus on the crowd-pleaser items.

We ordered the chilli fish and the beef noodle soup. Both dishes came to the table piping hot. The chilli fish is a medium-sized plate of lightly battered, small fish fillets with a nice kick - I give it 4 stars. The beef noodle soup is a big bowl filled with (mostly) tender pieces beef, thick spaghetti-like noodles, what looked like bak choy and broth that also has a kick - I give it 3.5 stars.

The young wait staff seem eager - which is good. (Perhaps some of the more authentic Chinese restaurants like Kwan - at Yonge-St. Clair -  should have some of their waiters get pointers from Chop Chop.)

I would go back for the chilli fish."
Terroni,3,2020-01-31,"We made resos for a Thursday night. Boy was this place packed! I liked the ambiance but felt like it was too noisy. I liked how it was dimly lit. 
I ordered the duck ravioli. Portion size seemed small. Sauce was good but I felt like it was missing something salty! 
My friend ordered the spicy sausage pasta which was tasty as well. She said it was al dente and the pieces of meat were good. It wasn't too salty or saucy.  
The complimentary bread was mediocre. It was cold and came in a folded paper basket. A small bowl of olive oil was hidden underneath. The olive oil was delishhh though! 
Overall it was alright. Prices are reasonable for the quality. I'm not sure if I'd go back again though!"
Como En Casa,5,2018-08-16,"TLDR: Fantastic staff and service, good homey atmosphere and some of the best Mexican I've had in Toronto.

I came here after work one day for dinner. Upon walking in the menu is on a giant poster to your right and it lists out a couple options (no more than 20) and you order and pay at the counter before getting served. As soon as I walked in one of the staff immediately greeted me and welcomed me to the restaurant. I don't usually comment on service, but the service I revived from multiple staff at Como En Casa was absolutely amazing and therefore noteworthy.

I got the enchiladas ($13), which came with rice and beans as well. The chicken enchiladas came in threes with the mole sauce surrounding it, a white sauce drizzled on top of it and some lettuce and a type of cheese stacked on top if it as well. The chicken inside was very soft and overall the enchiladas were delicious. The mole added a nice kick to it as well. The rice was well-seasoned and very tasty and I could've easily downed a couple more servings of it. I'm not usually a bean guy, but the beans were prepared very well here as well. They were mashed to a thick-ish consistency and the taste of the beans was not overwhelming, which I usually find at other restaurants. The meal also came with a homemade mild-hot sauce which was also very good. I think my only complaint is that the portions could've been a bit larger (at least for the rice and beans, which are pretty cheap). However, the meal was good enough to make it worth the price anyways. 

I'll definitely be back to try the rest of the menu."
Ho Ho Barbeque,4,2019-08-17,"I get lunch from here quite a bit, and I usually the bbq pork and duck combo. It's one of the best deals and you get a really good portions. They also give you soup and/or a drink if you want. The quality is pretty good even though the place might look a bit divey."
Donatello Restaurant,4,2019-12-22,"Tiny spot in the over saturated commercial mess that is Yonge-Dundas, Donatello is a welcome institution. I can't emphasize how small this place is but well worth the cramped space for the gnocchi. Absolutely delicious. 
I've been twice; service was great even with a Saturday evening walk-in (my sister and I got the last table - score!)"
Fieramosca,3,2018-06-19,"Had a good dinner here last week! The interior is very traditional Italian and very cozy. Restaurant seems to be in an old house. There is a back patio as well a terrace on the third floor but we didn't get to check those out. 

The meal started with warm bread, we also got a caprese salad which i thought was just okay (tomatoes and basil weren't super fresh). My main was pappardelle with tomato sauce, shrimp and mushrooms. The best thing about the dish was how hot it was when it came out! It stayed hot for the entire time I was eating it which was awesome. I also loved the sauce which tasted very fresh and tomato-ey. The shrimp itself was kind of a letdown - it was a little overcooked and they also had the tails on which made it a little awkward to eat. Additionally, there seemed to be a couple pieces of shrimp shell in the pasta - the first time I ate a piece I thought it was maybe a tail I hadn't put off to the side but when it happened again I realized it was a piece of shell. My partner had the carbonara pasta which he said was just okay. For dessert we had tiramisu, it was delicious and a good portion for sharing. The meal was a little pricey, but everything is in Yorkville.

The service could have been better. We spent some time waiting to give our order and also to get water, and when the server did come by he seemed to be in a hurry. My partner felt bad since we'd come in without a reservation, and he wondered if they needed the table - but if the restaurant didn't have room for us, it's their responsibility communicate that - either tell us they don't have a table available or that we need to leave by a certain time. (Neither of those things were mentioned when we were seated.) Our entire meal was just over an hour long so we certainly weren't taking an unusually long time to eat.

Overall the meal was fine but next time I'll probably try one of the other italian restaurants in the neighbourhood!"
Enoteca Sociale,5,2019-11-16,"One word. FANTASTIC. Came in with no reservation for 2. Immediately the host/ front of house squad accommodated me and got me seated within 2-mins (I was fully prepared to wait for a table). Me and the birthday boy were both first timers - our server had excellent recommendations and he even brought us complimentary olives (WE LOVED THE OLIVES AND BREAD)!!! Ordered off the 3 for 22, the meat portions were GENEROUS... we just came back from Italy in October and felt like we were in Rome again. Some places in TO don't serve portions like that (don't want to say any names - but you know king W isn't your friend). Anyways, carried on and ordered 2 pasta dishes to share the duck and the amatriciana - both were divine. I think the noodles stole the show, thick, soft, and buttery. We ordered the coffee dessert and our server (tall, beard, soft voice, I think he had red hair?) brought  us a surprised cannoli with a candle - very nice touch to end the evening. Other things I wanted to point out - I LOVED the diverse staff, the interior, the soft candles, the low lights, and the intense/bad ass bread cutting lady! She means business. 

Overall, we will be back. Xx"
Seven Lives Tacos y Mariscos,4,2020-02-16,"CASH ONLY!!! & the location is kind of odd and the place is super tiny! But through it all the tacos are delicious....

All tacos are 6 bucks each. 

I ordered 2 tacos and was super full! I got the smoked marlin taco and the camarones a la diabla.

The camarones a la diabla was so fire!!! All the flavors were perfect. The marlin taco was not bad but a little on the drier side. Def would recommend the camarones a la diabla!

I tried the HOT salsa - and I like spicy but this was reallllly spicy! Good flavor tho but just an FYI for those daring souls.

I did not like that they didn't have small cups for salsa and you had to put your salsa straight on your taco. It's some what unsanitary from my perspective."
Ho Ho Barbeque,3,2018-04-12,"This place is pretty much the epitome of ""hole in the wall."" Tucked into a little strip mall, the restaurant is unassuming from the outside and tiny on the inside. There are no dine-in options - it's take-out only.

When you walk inside, you'll be able to see all the roast meats hanging and spinning. If the doors to the back room are open, you can even see the chefs chopping up the raw meat just two meters away. At the counter, you can see some of the side dishes on display, to help you decide what to order.

The menu has a variety of options, including duck, pork, and chicken, as well as sides such as vegetables and rice. I ended up getting the roast duck with steamed bok choy on the side. The roast duck was delicious - though quite messy to eat, due to all of the juices and bones. The steamed bok choy was lackluster.

The food was tasty and the tiny half restaurant / half butcher shop was quite an experience. It's worth a stop if you're craving some meat and aren't afraid of the grittier environment."
Nodo Restaurant,5,2019-04-03,"GARGANELLI PASTA ---- 

Beautiful restaurant....cheesy, creamy dreamy pasta, the soft crunch from the cauliflower adds uniqueness to the dish. Really enjoyed and it reasonably priced! They also have a great house-made chilli oil that is a MUST add-on, while having this dish!"
La Chingada,5,2019-10-13,"I live in Chicago and I'm spoiled with delicious Mexican food, so this place blew my mind. 

The sauces are amazing. If they sold them I would've brought a few bottles back with me. I had the taco bowl with chorizo and the choriqueso.  Both were beyond amazing. The chorizo is the best chorizo I ever had in my life."
El Catrin Destileria,5,2020-04-27,"Awesome restaurant in the distillery district! The outdoor patio seating is lovely in the summer, and food and drink were all delicious!"
Itacate,5,2018-08-24,"After the first bite of the carnitas taco I ordered, I wanted to put it down and apologize to the chef for all the times I made carnitas at home. What the hell was I thinking? How could I dare to think I had the right to make carnitas when this miracle existed?

I've been back a few more times and ordered more items on the menu. Everything I've had is great. Everything is made fresh right in front of you and the ingredients are all at peak yumminess, down to the chopped white onions at the toppings station. 

Hot tip: come here after 10:30pm on Fridays and Saturdays for their special late night menu. They serve up a few different varieties of tortas (basically subs) that feature a generous helping of meat, cheese (if you're into that sort of thing), and guacamole at no extra charge (I'm looking at you, Chipotle). They have a hot dog and egg torta that has absolutely no business being as good as it is. I watched the chef whisk the eggs, chop up the hot dog and cook it all up on the flat top. The eggs were fluffy as hell and the flavours mixed together into a masterpiece that Imran N. and I couldn't believe. 

So yeah. Go here, be polite and get the best damn Mexican food in the city."
Noodle King,5,2018-07-26,"Well, damn. This place is just too good to be stuck in a dimly lit food court with a dimly lit sign in the middle of almost nowhere.

Of course, I've had it bookmarked for a pretty long time after seeing the outstanding reviews, but it took stumbling upon it by accident while getting lost in the PATH to actually try it out. Definitely one of the best hidden gems I've ever been to! The noodles are absolutely delicious, and the broth was so savoury I literally gulped it down. The shrimp wontons? Huge! I was really surprised to see the enormous pieces of shrimp packed in them. The vegetables were super fresh too - no wilted leaves here! And nothing tasted like the artificial or over-seasoned MSG filled stuff you might expect at a food court (or elsewhere). Can this place open up other locations already??? I think it can give even some of the popular restaurants uptown a run for their money. :P

Can I also just say again, bless you Yelp, you're doing great work :D"
El Charro,3,2019-09-30,The quality is quite good but even after $15-20 you will leave hungry because the portions are way too small
Asian Legend,4,2019-10-19,"This is a really great place for authentic Chinese food! I've ordered a variety of their foods, from xiao long bao to hot and sour soup to Peking duck. All of it is delicious, it's not the best Chinese food I've ever had but it's pretty darn good and hits the spot.

The atmosphere is great, clean and modern. It looks like a high-end restaurant, but the prices are very reasonable!

Service is generally good, but it kind of depends on the day. That's the only reason I'm holding back from 5 stars."
Stelvio,2,2020-03-06,"Pro
Atmospheric, though nothing particularly unique 

Con
Reached out to their e-mail and never heard back
Very underwhelming service - no plates were offered when they came out with bread, difficult to get the attention of the server, had to repeatedly ask for water refills 
Small portions"
El Nahual Tacos,5,2019-09-02,"Delicious tacos. I appreciated the 3 for $13 special. 

It's nice that this place is in a Food Hall, so that my husband and I could experience food from multiple places."
Enoteca Sociale,3,2017-10-27,"This was in a quieter area. The restaurant was really empty when I came on a weekday. They have a small patio area that is facing a small street. We were seated immediately but no one gave us the menus until 5 minutes later. The service was really slow despite the fact that it was early in the evening without many customers. I noticed they were training some employees that day, so only a few were serving the entire restaurant.

Appetizers: Me and my friends tried a few appetizers and we loved every single one of them.The arancini was great, it was so cheesy and the tomato sauce packed enough flavor. My favorite appetizer is definitely the chicken liver mousse though. The mousse was very flavorful and so smooth. The jelly with the mousse added a nice touch. Next best appetizer is the beef crudo. The aioli served with the beef crudo was amazing, and the beef crudo tasted so fresh overall. I say the chicken liver mousse and the beef crudo are a MUST GET here! 

Mains: The pasta we ordered was SOO SALTY! My group kept waving our server for more water. I hope all their pasta isn't like this, it could be the particular one we got. But the pasta was disappointing. The noodles were cooked nicely, but the sauce was just too salty. We also ordered a side dish of green beans which were alright.

In conclusion, I love the food here. The prices are decent. But I would probably stay away from the pasta that we got this time. Perhaps I will try another pasta next time. The service was slow and my table didn't get much attention from our server. I would have rated it higher if there was better service."
DaiLo,3,2019-12-27,"Small portions, and flavors weren't very exciting for ""upscale fusion"". Seemed pretty typical Asian.

Staff was good and attentive.

All in all the atmosphere and experience felt very pretentious."
Fieramosca,2,2019-06-02,"Honestly, I don't know how this place averages 4.5 stars. My review would have been a 3.5 had it not been for the horrible service. 

My party made a reservation for about 12 people and we were given the room upstairs where other parties were dining as well. The layout and spacing in this restaurant are very tight so watch your step. The seating in the front doesn't quite make sense layout wise. When I walked up to the stairs me and an employee were basically dancing around each other to just get by each other...just why.

Our server the entire night honestly had an attitude problem. He basically had a stick up his ***. He was passive aggressive the minute we got there all the way to the end. He asked if we wanted appetizers and since we were waiting on a few people we asked for a couple of minutes. Unlike a regular waiter who would walk away and let you discuss he stood there hovering and just waiting for us to give him an answer before leaving. Even when he was putting dishes down he was just dropping them and tossing side plates here and there, it was completely unprofessional. It was time for pasta and while our waiter dished out the cheese another waiter helped with pepper. But the pepper waiter took a little longer than the cheese and you could hear our waiter yelling at the pepper waiter from the other room. Is this not supposed to be a classy environment? Why are you yelling at him in front of all the customers? 

Aside from the horrible service, the food was actually very good and the portions were huge! I ordered the Spaghetti Mare de Mario and the amount of seafood definitely did not disappoint! There were a ton of mussels but the spaghetti was not fully cooked. I had a chunk of it still stuck to each other and hard...

Overall I do not think this place deserves the rating it has based on this experience."
Good Hombres,5,2019-05-22,"$3.75 tacos! You can't go wrong! This little hidden gem is situated right across from Toronto Western Hospital. You can find street parking for free nearby. The tacos are made fresh and tastes very authentic! The staff are nice and chatty and it's a great place to have nice a quick dinner. I came with my partner and we ordered 5 tacos, quesadilla, and an apple soda for $30. This was the best $30 spent on tacos. If you like tacos, I would rate this higher than seven live tacos in Kensington as it's cleaner, more spacious, service is quick and food is amazing. 

My favourite was the pescado (fish) and carnitas (pork). The fish was cooked perfectly with a crunch and topped with good sauce. The pork was also nicely seasoned and dressed. They offer extra hot oil which isn't spicy (subjective) but the tacos tastes great without it."
Zhang’s Kitchen,3,2020-03-14,"One cold winter afternoon... hungry... cold... wandering mindlessly downtown, I stumbled upon Zhang's Kitchen tucked in the southern side of Elm Street. 

The restaurant itself is not big and I arrived late afternoon. An eerie quietness besets the restaurant. After settling down they started putting on some mandarin pop songs and handed over water and the paper menu.  Service was courteous and efficient. 

Menu wise is extremely limited here, they specialize in yellow braised dishes.  I chose yellow braised chicken with thick noodles; a fine choice for a frigid day. The sauce that was reduced and used to braised the chicken was excellent. The simple flavours created by the cooking wine, ginger, scallion, leek, and other ingredients was delicious and would warm any stomach or heart.  The chicken was equally done well. The chicken was fall off the bones texture (even though their chicken was bone-less) without giving any feeling of it being overcooked. 

What prompted a less than four star when everything sounded great? A few things... first the noodles lacked texture. They were pretty limp and felt like overcooked store bought versions. The mushroom that was added to the dish were the wet variety and the flavour of the mushroom failed to transfer to the sauce. They also added strings of green pepper on top of the dish for aesthetic purposes. This may be a personal thing but I hate when green peppers become fully cooked (while not having been grilled). 

Overall score for Zhang's Kitchen is a solid 3.4. Unless they work on their noodles, you may want to stick with rice."
Noodle King,3,2018-02-21,"I love eating here on my comfort food/cheat days.

They have classic Hong Kong style soup noodles and bbq rice dish.  The noodles are made to order.  They have rice noodles, thick noodles, egg noodles to choose from.  Toppings include beef balls, fish balls, bbq pork, shrimp wonton, prom wonton, chicken, lemongrass chicken, beef stew, and others.  Better yet you can pick and choose.  You can get additional toppings like half size wonton, tofu, or beef sauce to add-on.  You can also pick just broccoli or bak choy.

You can pick rice dish too.

There is vegetarian options.

Their soy bean drink is small but tasty.

Staff is nice and friendly.

Line is long but service is fast."
Buca Yorkville,4,2019-03-04,"This place is fancy and has decent service. Came on a Sunday for brunch and didn't have to wait too long for our table even though we made reservations. 

So it was my choice of giving this place a second chance. A few years back we hit up the king west location and were heavily disappointed with the service and food quantity. Put it this way, we had pizza next door after dinner. 

For brunch the ambience was quite cozy and there was a good view of outside. Our server was attentive and was willing to accommodate for my wife's cheese limitations. 

As a starter we got the black truffle cortini and they were willing to separate in to one without cheese. It was very delicious and heavy in the truffe. Reminds me a bit of France. It went quite well with my cortado. 

For the main I ordered the bison and wife had the duck egg pasta. The portions don't seem like a lot but for lunch it felt quite heavy. The duck pasta was creamy and had a distinct duck flavour to it. Pasta was just right with some chew as well. As for the bison , it felt like dinner. The rich and savory taste made every bite lasting in my mouth. In hindsight I should have paired it with some red wine. Both dishes are highly recommended. We left quite satisfied. One regret is we didn't order the famous little buns. Maybe next time"
Homemade Ramen,4,2019-03-21,"Was absolutely starving after a morning at the museum and then decided to go to Homemade Ramen. I asked for a table of one for lunch and was immediately seated. They have a menu and a notepad you can write on for what you want (which is kinda interesting). Then give the notepad to the waiter/waitresses and wait for your food!

Sliced noodle stir-fry with lamb ($11.99) - I loved the sliced noodles; unfortunately for me, it wasn't uber uber thick. However I did love the noodle flavor and there was a lot of stuff on the plate for the price that I paid. They have a good amount of meat in there and I was absolutely enthralled of that fact. There were some vegetables in there that I didn't really like, but you know, to each their own haha. I loved having it stir fried and I loved the flavor that came out of it. It's good and aplenty.

Also went for the scallion pancake which I enjoyed; it was cut in 5 pieces. It's a bit of a crisp but not too much scallion flavor really in there, but I do love the flour flavor in there.

Food comes out at a good pace; service is decent - flag em down haha. I do wish I knew what the option for thick noodles are, but not noodle soup hahahahaha."
Baretto Caffe,2,2019-09-18,"I was so looking forward to trying this place out based on all the Yelp reviews and I'm sad to say, my experience here was not a good one.  The cafe is so quaint and located inside a non-descript office building with a cute Koi pond to the side.  

There were 3 people working during a busy-ish lunch time and it took them 15+ min to just take our order.  My daughter's cheese pizza came out first with extra sprinkling of Parmesan cheese which she hates.  It would have been nice to know that even a cheese pizza would come showered in Parmesan.  My husband's lasagna took 30 min to arrive with the same amount of Parmesan on top.  You can see the amount of Parmesan on the photos below.  This was perhaps the best dish of the day still.  The lasagna had a nice meaty sauce and was definitely a pre-made lasagna that was reheated which made us wonder why it would take 30 min to just reheat and serve a premade lasagna.  My fettucine primavera also came doused in too much Parmesan in a tomato sauce that was way too watery and sweet.  Let's just say my pasta was beyond disappointing.  

Based on this experience, I am not sure if I would return here any time soon."
Terroni,4,2020-02-06,"My friend and I came here for her bday. We went during the day time as it gets pretty packed during the night time. The ambience is nice and fancy but still casual. Keep in mind you're probably going to be seated really close to another table.

I ordered the Quattro Stagioni pizza. It was okay, I expected better it tasted kinda basic especially for the price.

My friend, I believe ordered Taiatelle all's Bolognese. I tried some and it had good flavour but nothing amazing.

Also, we got the calamari to share which was really good!

Overall my experience was good. I just wouldn't go back again, there are so many other Italians restaurants that are better."
Lee Chen Asian Bistro,4,2019-08-07,"Lee Chen Asian Bistro is a decent spot for Chinese food near the theatres and financial district. It may look small from the outside, but it's quite large and spacious in the inside. The interior is very clean with nice decor. It even has a small garden and mini running waterfall just outside of the restaurant (great if you can score a table by the window, facing the mini garden). The customer service is very attentive and superior for a Chinese restaurant (e.g. the servers come by your desk to ask if everything is ok a few times throughout the meal, which usually doesn't happen in most other Chinese restaurants).

The menu contains some typical Chinese dishes. During weekday lunch hours, they have a separate lunch ""combo"" specials which are pretty good. Each combo comes with a choice of carbs (white rice, brown rice, fried rice, or fried noodles), meal entrée (protein / veg choices), bowl of side salad, and a spring roll. I ordered the brown rice and it came in a cute bamboo container. The entrée was nicely presented on an edible open flower-shaped bowl made out of crispy wonton skin.

The restaurant is a great choice for having a business or team lunch. The large space can accommodate large parties if booked in advance. The ambience is also nice and not too loud."
Eataly,3,2020-03-11,"Eataly is located in the Manulife building but it has its own entrance (you have to walk past the Manulife building entrance) to see the Eataly one. If you go in the Manulife entrance, it's like a wild goose chase trying to find Eataly - there's no signage or direction anywhere. 

In general, Eataly is a nice concept for all things italian. The items are a little on the pricier side and you can get most items elsewhere for cheaper. But as my friend said, it's the Eataly experience.

There are a few restaurants (reservations recommended), counter type food stations, desserts, coffee, a bar, and a grocery store with meats, cheese, olives etc. 

I also think a lot of the produce products will end up in the garbage - you can see them starting to turn bad. Not sure if there is a large enough market for those products. 

Overall, it was a nice place to visit but the experience was just okay. It can get crowded with people everywhere just browsing. The food was just okay (we ate at La Pizza and La Pasta, and had a cannoli and a tiramisu after). I feel like I've had better Italian Food elsewhere. 

Come for the hype once and then spend your $$ elsewhere."
Blu Ristorante,5,2019-06-25,"I love this venue so much. We rented out the entire place for a VIP dinner after a conference, and they made our group feel like royalty. I wasn't the main coordinator of this event but ended up playing a part in the execution. Every staff member from the bouncer to the bartender was helpful... our guests commented on that, too!

Throughout the evening, the Blu staff proactively looked for guests that needed coat check and showed them the way. We didn't even ask them to do that. Nothing was ""below them"" in terms of customer service. My colleagues and I sat at the bar for dinner because we were tired from event production. We were well taken care of in terms of food and drink.

I had the beet risotto for dinner and tiramisu for dessert. I can't remember my appetizer, but it was similarly amazing. Such flavor and texture. I was floored. Love the prix fixe menu with a few options per course. Not sure if we branded them or they did, but it elevated the experience, and everyone enjoyed their time here. 

We had a projector for some announcements but didn't use it because  conversations were too loud. Good problem to have at a private networking dinner! I can't think of a single thing I would have changed. The restaurant got crowded, but that's probably because we invited too many people. On Blu's side, it was perfect."
Trattoria Taverniti,5,2019-10-23,"An amazing casual dining spot with great food. One of the better carbonaras I've had in Toronto. A great spot for a family outing, date night or casual dining with friends. 
I thought the prices were very good and the portions perfect. 
LOVED IT!"
El Catrin Destileria,3,2020-01-14,"Guacamole was good but portions are not that big. The price of dishes are fine. Atmosphere was very nice. For the desert we had churros with chocolate and caramel sauce and they had really good taste and texture. We did waited some extra time for service and we shouldn't, because at that time restaurant wasn't to busy.. No free parking."
Asian Legend,3,2019-11-23,"Since living in LA and having a chance to go to Din Tai Fung whenever I wanted, it makes it really hard to think anywhere else could be better. This place was authentic and tastes like bistro dim sum. We got the soup dumplings, shrimp steamed dumplings, and scallion beef rolls."
La Chilaca Taqueria,5,2019-08-28,"Honestly one of the most delicious taco joint ever!! Huge size Al pastor steak burrito is just $9.05 including tax. Even tho it's not wrapped up with rice, but it's densely packed with black beans, cheese, meat, pepper, onions, and your choice of salsa. They have 5 different salsa with different spicy level, and I choose to mix the 2 most spicy one together. The staff were super nice, it's honestly a hidden gem in Kensington market, I loved it so much. 

Burrito - Al Pastor Steak - $8.00 ($9.05 including tax)"
King’s Tacos,4,2019-10-24,"I really like this place. It is bright and clean. The food is good and the service is great. There are two shortfalls; no fish tacos, no liquor license. I always get refritos, guacamole, and tacos al pastor. Al pastor is always missing the Pineapple but is good nonetheless. This place needs to serve beer, una cerveza por favor!"
MEXITACO,3,2020-02-10,"I've been to Mexitaco a couple of times now and they've been good enough. The servers are friendly but not as attentive as I'd like, make sure to really confirm what you've ordered to ensure nothing has been missed and if something doesn't arrive soon, check with your server because it probably wasn't punched in. The atmosphere is fun but small, and busy on weekends, so make reservations if you have a group. 

The nachos with added guacamole is good but don't expect much cheese happening with these, it's mostly tomatoes, onions, and sour cream; the added guacamole really helps, but wish their guacamole was thicker because it's very slurry like.

The elote was not good here. It didn't look or taste like it was actually grilled, plus the mayonnaise and shredded cheese combination grossed me out. I've tried other Mexican style street corn that are much better.

Out of the tacos I've tried, the baja fish is my favourite, followed by the carne asada. I find their tacos are on the drier side so make sure to really use the supplied limes, salsa, and hot sauce provided after you order. I would not recommend the baja calamari taco, it was 3 sad tiny battered calamari rings (like the sad frozen ones) that were also chewy and flavourless. 

The frozen margarita with added Coronita was unexpectedly salty, so I would not recommend. Try their Pina Colada instead - can be a hit or miss.

We've tried other things on the menu that are okay but this is what we will typically order every time and basically what not to order for next time."
Mariachi’s Restaurant,3,2018-07-24,"It was fun get together at Mariachis last week when me and my friends decided to go here. 
We primarily wanted to try the spicy margaritas. We got the jalepeno cucumber pitcher and the spicy pineapple one. Both were delicious. They got us the frozen style margaritas and I am not sure if they have the on the rocks option. 

During summer they have seating outside which is a small space with quite a few tables in the area. A decent place to sit, however it can get crowded. The place is located on the main road so it's easily accessed. 

We ordered food chicken fajita and our friends got the enchiladas. The fajita were a bit too saucy and wasn't really crisp. We also got some guacamole and that was delicious. So foodwise it was so-so but for drinks it was a really fun place to be!"
Sichuan Garden Restaurant,3,2018-11-19,"I come to 川味轩 occasionally and every time think to myself ""oh no looks like they closed down"" because of the state of disrepair of the storefront. 

Once inside, it's the same familiar servers and that awful plaid carpet. The prices haven't changed much over the years and neither has the menu, although I did notice the portions are smaller. I always get the lunch specials Kung Pao chicken, a tofu dish and spicy cold noodles which never disappoints. Lunch specials come with a soup of the day. 

Tasty, good value and a viable option if you are willing to relax your standards of cleanliness."
Dimmi Bar & Trattoria,5,2019-11-24,"Food was excellent!!!
We ordered a margherita and capo pizza - the sauce was incredible and the crust was literal perfection!!

We then ordered the gnocchi, agnolotti and pesto cream pasta. Let's just say that the table got real quiet because we were too busy eating!!

We then finished with the tiramisu, creme brulee and a pecan pie for dessert. All three were super delicious. Tiramisu seemed to be made in house, super moist. Creme brulee had a hint of cinnamon with a perfect glassy surface of sugar. And the pecan pie was warm and decadent, almost resembling a brownie.

No complaints - service was impeccable.

Highly recommend."
Mariachi’s Restaurant,1,2017-05-12,"Almost gave it two stars (read to find out more) but the one thing I can't get over is serving an alcoholic drink to someone who specified ""virgin"", when you delivered it to the table she checked again that it was ""virgin"", you agree verbally it had no alcohol, she tries some, tastes alcohol and then you go -- ""Oooh actually this one is the virgin"".  Sure, if she was pregnant or on medication or driving, maybe the sip of alcohol wouldn't be *that* big a deal.  But if she was recovering alcoholic, that one sip could literally change her life, and it's up to you as a business to be honest and knowledgeable about what you're serving.

Things that were terrible:
- we had a reservation, they called us to confirm it was for 700 pm, show up, they say oops we thought 730 pm, they literally have to move people from their seats to accommodate us
- during the 45 minute wait for all this to take place, they took drink orders from us multiple times, but never served us drinks
- they dropped an entire plate of steaming hot chicken fajitas on the ground, it splashed boiling sauce all over people, and their clothes as well
- when i went over to the owner at this point to say - now that we are covered in fajita sauce - can we please have the drinks we keep trying to order? she made a HUGE stink about it, just immediately responded, ""We didn't do any of this on purpose, do you understand? We are doing our best"" and then going to every member of my party reiterating that, as though I had done some rude injustice to her, it was super embarrassing and unprofessional
- drinks still took an extra hour and they weren't good
- they served the birthday girl fajitas with no tortillas or sides, just the meat (she didn't ask for that modification)
- the food was so awful my poor fiance actually sent his BACK -- and this is a guy who complains about NOTHING
- bills took over an hour after asking MULTIPLE times
- the place was so warm they had to keep opening the front door to let in cool air

It almost got 2 stars because they did pay the dry cleaning bill for the jacket that was covered in fajitas sauce, but honestly, I can't forgive the alcohol incident.  This whole experience was stressful and awful. I have no idea why they took our reservation (none of us had been there before), we were clearly too big a group for them at 700 (or 730..or 800...depends who you ask) on a Saturday!"
Mi Taco Taqueria,3,2018-05-30,"Cool decor, nice location, funky music and great service by everyone I interacted with. 

They have a selection of Mexican beer available as well. What better way to have a taco and a beer in hand? 

I ordered the pork burrito bowl, lots to fill you up. It tasted quite good. But nothing to wow me to come back to try it again. The spice level I ordered was medium. I think it's a bit lighter than you think with the spice level. 

My friend ordered the mix of tacos trying 3 different types. He claims the beef was by far the best one. 

I did enjoy the spread of hot sauces available to use on top of your ordered spice level."
