Name,RatingValue,DatePublished,Review
Xola Mexican Food,2,2017-02-24,"Xola Mexican Food would be a great cosy place to take a first date. They promise Mexican food unlike any other. The small setting is endearing. While the service was excellent, and the menu promised good, fresh ingredients...

No salsa or chips to get you started on the house as is usual in the places I've been. Instead, for $10.50 or so, when we ordered the Guacamole as an appetizer, it was excellent and enough for both of us. As good as avocados can be. Not special.

I ordered the Duck. I received a very small serving roast duck taken off the bone in a small bowl, several small wraps, a  1/2 ramekin of chopped fruit for the wrap, a  1/2 ramekin of sour cream. That's it. No potatoes. No rice. No salad. Messy.  It was OK. Not interesting. Cost over $22.00.

My girlfriend ordered braised Lamb. Same thing. It was a tiny portion, stewed and served in a small bowl, with several small wraps,  1/2 ramekin of black beans. That's it. No potatoes. No rice. No salad. It was just OK. The duck was better. Cost over $18.00.

Add 1 beer and 1 excellent Margarita to that, and the bill was $80. 

Because the service was good, a tip had to be added which brought it up to $90.

Moral to this story - Xola is not even close to worth it. You won't find what you're used to or expect to. If you're open to novelty, you'll be disappointed by what you're served and what you're not.

For the best mexican, its worth the trip to Cielito Lindo in Pickering or Mexican Lindo at 971 O'Connor Dr, Toronto  - the very best. And we could have eaten twice for what I paid.

If you want duck or lamb, better to hit Chinatown or Greek Town respectively."
Fishman Lobster Clubhouse Restaurant,5,2019-12-30,"I've been wanting to come here for many years and finally got the chance to this week. Expectations were sky-high and all I can say is that this place delivered! The lobster made HK-style was one of the best dishes I've had this year. Amazing! The soup, fried rice, and snow peas were good but nothing compared to the lobster. For two of us, we got the 6 lbs lobster package that was ~130 CAD before tax and tip. HK-style was $15 but it was worth it. The lobster came on top a bed of delicious French fries."
Cinco Mexican Restaurant,5,2018-08-24,"It's tough for me to give out five stars but this place is just so great and to top it off (and earn the 5th star) is good value. The flavour in the meat is amazing. Our group had cochinita pibil, beef & carnitas, and fish. Everyone was super happy. Their salsas, a key measure of any Mexican restaurant, are great. 

Best tacos I've had in Toronto, one of the best spots on Roncesvalles. Can't wait to return. It'll be a Ronny staple for our family."
Mexico Lindo,2,2017-10-25,"The decor is nice and the atmosphere feels right, but this place lacked a bit of service attention. 

We dropped by for a quick bite as we love Mexican food. We ended up ordering the fajitas for two. It was a large portion of meat (we got chicken and chorizo mix) but there were only 5 (five) tiny tortillas... that didn't make sense to me. 2 or us, lots of meat, but very few tortillas...we asked and we had to pay to get more, which I thought was not reasonable. I didn't get more cause I'm cheap. Also, we got a tiny container of sour cream. 

Overall it felt like they offered very little in terms of condiments. 
I waited a good 5-10 minutes to get more napkins and some hot sauce (Something good and spicy) but no luck. I ended up getting up and walking to the front to ask for it. Overall the service wasn't great. 
The fajitas were good but nothing out of this world. The selection of Mexican beers was also limited. 
We will have to keep looking for the ultimate Mexican Food place!"
Terroni,2,2019-10-20,"This restaurant is really for the experience. With such a lovely ambience and outstanding service from all staff, the food did not meet up to par with what you may expect.

For starters the food is on the higher price end, and smaller quantities. Although, it is all homemade pasta!! 

I've had homemade pasta before so I had high standards walking in.. I was so excited to try the Gnocchi because well, I LOVE Gnocchi. 

However, I was disappointed. The pasta itself was quite soft and seemed soggy with the red sauce altogether. There was no 'bite' to it, more of a 'mush'. I did not enjoy my meal and that left a significant impression on my take of what the rest of the entrees may be like. 

Note: Calamari & Earl Grey tea were delicious!"
DaiLo,3,2019-11-23,"Very pricey very small portions but good atmosphere, services is pretentious but ok. Good place for drinks and what feels like tapas.  Good place for an expensive date, most plates enough for 2 ppl only. 

Plates to try: fried rice, whole fried fish, jelly slaw, 

Plates to skip: fried watermelon sound cool but just warm cubes of water lemon, ribeye (meat was tough), duck meat was also tough, 

We ordered 3/4 of their small menu. They don't have all the items pictures on yelp. 

They have an excellent bottle of white wine, Chasselas I think from France? Yum. 

BEWARE: we found that the prices they charged on our bill was different and higher than the prices listed on their menu ??!! Shady right??! How does that even happen?? Our bottle of wine was listed for $75 and they charged $85 and a few other other items too, $38 listed charged $40 etc.  We verified the wine and they admitted their fault.  We let the other smaller differences go but SHADY BUSINESS PRACTICE OR INCOMPETENCE?! 

Just REMEMBER TO CHECK AND DOUBLE CHECK YOUR BILL. ITS SO EXPENSIVE ALEADY so I guess most people just assumed it was accurate."
El Charro,3,2020-02-03,"Came here the other day with my friend and ordered two tacos. The steak taco ($4) and the baja fish taco ($7.50). The steak taco was good, the meat was cooked nicely and tasted exactly like what I expected. Unfortunately the baja fish taco was a but underwhelming, kinda dry and just average tasting. The baja fish taco wasn't really worth the extra price, despite how big the piece of  fish was. The lime slices were also pretty dry but since it's winter now I can understand how it happened. 

In general the tacos here are just average, give this place a try if you're in the area and trying to quickly satisfy your taco craving."
Khao San Road,3,2020-01-13,"Well my wife and I finally got around to try the new location of Khao San Road on Charlotte St. I love the decor and design of this location very interesting use of space, at first I thought there was only maybe room for about 20 people but as our server took us around the corner there was more seating for about another 20 to 30 people. The ambiance is really loud here and the back tables are mainly long high tops so plan to share with other people. 

The service is ok nothing too over the top but I give them a benefit of a doubt cause it was lunch time and it was full house and the servers were all running around. It didn't take long to flag our server down for some additional napkins, however our water glasses were empty and no one came around to refill until we asked. 

The food was ok as well we had ordered the Garlic Tofu and Garlic Chicken to start. Both appetizers were very crunchy and crispy the garlic taste was a bit muted in my opinion both also come with a ramekin of the typical Thai sweet chili dipping sauce. Very crunchy exterior which locked in all the juice inside.

I ordered the Pad Gra Prao with beef add $1 and fried egg add $1 which is basically a dry curry with beef, red peppers, onions, red and green chili peppers and also a perfectly cooked sunny side up egg on top of white jasmine rice. I found that the beef was slightly too salty and too dry. Overall 3.5 / 5 for me. 

We also ordered the Khao Soi which is a soup noodle with egg noodles in a curry based soup. We opted to get the beef option for an additional $1. The presentation was really nice flavours were good slightly on the sweet side for my liking but when lime juice is added the flavour sort of balanced itself out. I think this is a 4 / 5 for me.

Overall just another Thai restaurant in the city that serves authentic Thai food. But didn't really blow me away.

FeiJai Out!"
Tacos El Asador,3,2020-02-22,"So I'm from San Diego. It is VERY hard for me to find anything even close in taste and quality.

This place has high ratings on here, so we decide to take a shot.

I regret that decision. I ordered three tacos (beef, pastor, carnitas.) The beef tasted like beef jerky, the pastor was super dry and bland, the carnitas tasted like cat food. 

Also you can't just order a small side of chips. It's $10 nachos or $11 guacamole (does it come with chips? Who knows?!)

Super disappointed. Literally had to get boba tea immediately after to cleanse the pallet."
Chula Taberna Mexicana,3,2019-10-06,"Friendly service and accommodated a baby no problem on busy Sunday evening.

I tried 3 types of tacos and the standout was the fish taco for me. I absolutely loved my margarita with the star anise spice in it. Must try!
The calamari was pretty weak, very small portions and fried batter falling off.

I would return to try a burrito, they looked massive."
King’s Tacos,4,2020-02-16,"Didn't expect much going into the restaurant but was quite surprised by how roomy it is inside. They can easily host parties with reservations.

We ordered a burrito and one of the make-your-own tacos. Everything was nicely seasoned and they had free chips to start. They also offered 3 types of dips ranging from mild to spicy. Great service with big portions of food. Would come back again"
Levetto,3,2020-05-20,"Freshly made, high quality ingredients. However for me, it was made with too much pepper and it was lacking flavour and creaminess. If an egg yolk was used, I could not taste it. I usually love carbonara, but I would not order this again."
La Carnita,1,2018-09-24,"Totally disappointing - everything is definitely on the over-seasoned/extremely salty side. Or totally BURNT! 

The chips we were served were totally burnt and we were told they were the batch of the day and there was nothing they can do about it. (Check pic)

The chips were followed by a totally burnt batch of corn- were not talking grill marks here, crust black corn. We were told that how it's severed (no it's not, we've been here before!). Is there no one to check what comes out of the kitchen??

To add insult to injury chewed on an avocado pit in the guacamole. 

Hosting and service were another issue. Extremely disappointing experience all in all. Fails at all basic hospitality and restaurant standard."
Dynasty Chinese Cuisine,2,2019-11-17,"Tried the Dim Sum at dinner time- the quality leaves much to be desired although the food was hot and served with typical efficient minimalist ( they did top up your tea promptly) service. The Xiao long bao was completely dry; Char siew bao was dry and flakey ( below expectations). Pricey for the lack of quality.

Saw that they had Tiger beer which was a pleasant surpise 

We probably won't be coming back again ."
Chula Taberna Mexicana,3,2019-08-02,"I came here with a friend and ordered the beef and the fish tacos. The food was pretty good, but the restaurant was quite busy so the food took a long time to arrive. The restaurant was also nicely decorated and the rooftop area was very nice.

Unfortunately the service was pretty bad, and we waited over 15 minutes just to order. Probably won't be returning because of this."
Stelvio,3,2020-02-14,"meeeeeeh.... I really wasn't all that impressed with this place. 

The decor and service were really good for sure. But the food was just OK. Considering how many amazing Italian restaurants there are in Toronto, I would not come back to this one. 

One thing that really surprised me was that the food was cold and didn't taste fresh. It sort of tasted like it had been reheated. 

The appetizers were fine but not amazing. The risotto, osso buco, and pasta did not live up to the hype -- just imo."
Byblos,3,2019-09-14,"The food and cocktails were exceptional. Truly. We tried the ahi tuna, beets with labneh, black truffle rice, brussels sprouts, cauliflower, marcona almonds and olives. All delicious and beautiful.  

Unfortunately, our server was a bit snooty. She didn't seem to approve of our ordering style, which was surprising considering the menu seemed to emphasize shareables. We preferred to try many small plates as opposed to a main. Nonetheless, she kept pushing for more; insisting the sides and rice were meant to be paired with a main protein."
Fusaro’s Kitchen,3,2018-11-30,"A cheerful relaxed place to grab a large bowl of hot pasta that will fill you up and keep you carb happy. The pasta isn't freshly made (I don't think so at least) but the addition of quality sauces and fresh ingredients still makes it one delicious meal. They make a mean sandwich also! 

Service was relaxed but prompt, probably to keep up with the peak hour crowds. Definitely worth it if all you want is some straight forward Italian."
Gusto 101,3,2020-01-18,"Coming here for the 3rd time because I was craving pizza. We got a seat right away around 7pm on Friday on the lower floor. Nice candlelit tables, dim, however very loud and we had to shout across the table to hear each other.

Went with the basic margarita pizza and fries. Despite my food coming fast, my pizza was cold :( Probably waited on the counter too long because my bf's pizza was warm. Thin and crunchy, I had a salt craving that day lol.

The fries tasted like layz fries (oily and crunchy) but airier. Comes with light garlic sauce.

Decided to try a panna cotta for dessert (blood orange for 10.99) I'm sad to say this is one of the worst desserts i've tasted, just wasn't my cup of tea. I thought it would be a custard consistency considering it's heavy cream based, but it came in a cup instead. And it wasn't creamy nor sweet- it was really sour! The orange froth on top was okay but then you get to orange chunks in the middle that's really tangy, and at the bottom you have olive oil?? My taste buds did not like the combination of olive oil and orange. Sorry, but i couldn't finished it :/"
Bar Buca,3,2018-04-11,"Came here for brunch on Sunday and it was way off the mark. While the ambiance is nice, it was moderately loud and you may be asked to share a table with another group. That didn't bother us really -- the fail point was that they were out of so much stuff and the waitress didn't let us know before we spent a good ten minutes with the menu. No steak. Shoot.

The other failpoint was how their trout brunch menu item is basically like a few bits of fish and citrus. It's definitely not an entree and more of an appetizer. While the waitress did seem to communicate that a tad, I think we definitely expected something different.

The egg dish with the bread was pretty good and tasty and the winner, but portion-wise it also wasn't super filling, but the eggs were perfect. My goat meat focaccia sandwich was decent and tasty -- but I left the meal a bit hungry..I do think maybe we got unlucky with the amount of things they were out of and I do think the chef can cook...I just think the more appetizer-y items should be more clearly labeled and explained."
Buca Yorkville,5,2018-11-21,"Amazing fiancé chose this restaurant- we love Italian. Welcomed and seated right away for our reservation last night. 

Excellent service. Never wanting. 
We split the beet salad. Outstanding. 

My angel hair lobster main dish was expertly prepared. Fiancé had the whole octopus with pearl pasta and charred artichoke hearts. Definitely great. 

Glad we could walk there. Doubly glad to experience this restaurant. 

Our only wish: with such a fine dining restaurant, the bread service should have been gratis. We did pay for the focaccia and it was excellent; however, very few restaurants in this price point charge for bread service."
Agio,3,2020-04-24,"Terrific food, poor atmosphere, great customer service.  They deliver and are open during covid!"
Yummy Yummy Dumplings,5,2019-11-23,"One of the best dumplings  family restaurant!!! 
We visited the place about 6 years ago and were super impressed with the food. That was the first time ever I've tried dumplings.
In October we were in Toronto and decided to visit this place again. We are still impressed with deliciousness and quality of the food. We ordered several different dishes and they all have been made for us from scratch -- handmade dumplings  are sooooo goooood!!!! If you are in town, make sure stop by that amazing family restaurant!!!!!!!!"
House of Gourmet,3,2019-04-19,"House of Gourmet is a great spot for late night Chinese food with huge portion at reasonable price! However, don't expect anything extraordinary because you get what you pay for. 

On all of my visits, even ones at 2AM, the place was constantly busy so service always seemed so rushed. The restaurant offers a several options of typical Chinese dishes such as dumplings, fried noodles/rice, soup, etc. My go-to is definitely seafood congee! It is cooked to just the right consistency, not too watery or too thick. Seafood includes shrimp, fish fillet, abalone, scallop, squid and small pieces of ginger that really brings out the flavor! The portion for a small congee is super filling that will likely keep you full until the next meal. I've also tried their noodles soup with BBQ duck & BBQ a few times but it was meh. One time I'd find the broth to be too bland, and other times it was so salty. Other than that, the noodles also comes with generous amount at decent price.

Overall, House of Gourmet is definitely a good choice for late night food, but the quality doesn't really stand out from other restaurants."
Khao San Road,4,2020-02-22,"I normally go for red curry but decided to try the yellow curry for the first time as it was the special of the day. I loved it, the potato's are a great touch. 

Will definitely be back soon to take advantage of the curry of the day lunch special!"
Asian Legend,5,2019-04-05,This place was AMAZING. We ordered a ton of items on the menu and everything is delicious. We all highly recommend this Chinese restaurant. Yum!
El Charro,2,2018-08-27,"Had an appointment across the street so I saw this Mexican place and decided to try it out. It's very nicely decorated -- vibrant colours, a mural, and lots of Mexican decor. 

I decided to go with a veggie burrito as I am vegetarian, which came up to $9 flat. I was told at the cash that it's 10% off if you pay with cash (not sure if that's an everyday thing but at least I know for next time). Anyways, I was served right away and I was in and out within five minutes I'd say. The burrito itself was not the greatest--pretty bland compared to other veggie burritos I've eaten (and I eat a lot of them lol). I've also never had a burrito with broccoli, cauliflower and carrots in it so this was a first for me . Honestly tasted like I had some type of Asian stirfry in my burrito which really threw me off. Guacamole is supposed to be included but I couldn't even taste it . To be honest I didn't finish a quarter the burrito because I just didn't enjoy it at all. A piece of the cauliflower actually fell on the ground by accident there was a bunch of pigeons around me that really enjoyed it lol  

Would I come back? Probably not. If I was in the area I'd be open to trying something else on the menu because I see a lot of great reviews but I don't see myself ever coming out of my way to come here again."
Khao San Road,5,2019-08-12,"Shared the Squash Fritters (gra bong) with 3 people as appetizers. It was such a perfect start - crispy, fried to perfection, and not oily. The sweet dip enhances the taste and makes you munch on it again and again. For main, I had the Khao Soi, it was absolutely amazing. It's by far the best Khao Soi I've had in Downtown Toronto (I've tried PAI, Sabai Sabai, Sukhothai and Salad King). I love the soup, and the noodles blend perfectly well with it. The overall ambience is trendy and in an elegant, modern setting. There are plenty of seats (has a 2nd floor).

Khao San Road's portions is big - it's around the same price as the other Thai places but leaves you way more satisfied. My recommendation is to avoid the ridiculous line up at PAI and come here instead for equally (if not better) Thai food."
Mi Taco Taqueria,3,2018-09-06,"Visited Mi Taco Taqueria for a quick snack - guacamole with chips ($4). The nachos did not tasted fresh. I felt like the guacamole and chips ratio is off. It was very disappointing. Perhaps the other items are better. 

Not a big fan. I may be back to give it a second chance to try the tacos."
Giulietta,4,2018-10-31,"My outlook improved when the burrata ($30) was set on the table. The cheese draped with thin slices of salty prosciutto, why mess with a great combination? 

Since the bread wasn't toasted or oiled, it was a bit chewy and difficult to get a knife through, so if it was cut thinner it would be even better. The caramelized onion and fig spread on the bread was absolutely delicious and went so nicely with the milky flavourful cheese, which was served at a perfect room temperature. The staggering $30 price tag was a bit of a surprise though... note to self, always ask for prices with specials.  

Well marbled beef was used in the carne cruda di chianina ($19) and while I couldn't taste the fried garlic mentioned on the menu, the anchovy was an interesting addition to the mix. We're asked if we'd like a side of bread ($3) which, in my opinion, is a must. You really need something to spread the beef tartare on or it'd be way too salty and overpowering on its own. For those that are abstaining from carbs, perhaps a salad would help balance the flavourful beef.

Even one of Giulietta's pizzas would be a great shared starter. The l'amentea ($21) has a healthy portion of spicy soppressata and tons of garlic that would give Count Dracula a scare. I love garlic so found it went nicely with the soppressata, but did drown out the fior di latte, which became more for its creamy chewy texture than flavour. The well blistered crust was coloured evenly and had a lovely chewy texture, but could be thicker in the middle as the paper-thin centre became lost amongst the sauce."
Los Guaca-Moles,3,2017-04-29,"3.5. Actually. We were attempting to visit the Seven Lives Pop Up on Bloor, but the door was locked on Friday night at 7pm. We had seen the sandwich board for Los Guaca Moles on the street and decided that fate wanted us to visit this place instead. 

They were insanely busy during the dinner rush and we sat at the bar for a while waiting while the two staff who were running the bar and the floor got caught up. I have no problem with slow service as long as they keep the drinks coming. They were also apologetic and thanked us for our patience. 

We ordered the Guacamole with crickets which was a decent size and there was nothing wrong with the chips despite what other reviewers have said. The bartender brought us some nice habernero sauce that had a wonderful spice that sneaks up on you. The Pulpo Tostadas were bit too sweet for me. The octopus was tender, but the sauce ruined the flavour a bit for me. I aded more habernero sauce and they were better.

Tacos were loaded with fillings. The fish was dusted in cornmeal and cooked to soft perfection. Chorizo was interesting and quite good, but I""ll confess I only ordered it because they didn't have the liver taco available. The Lengua (tongue) taco was my favourite and reminded me of Mexico. 

There were also a few items going out that looked really delicious and unique to the restaurant. I'd love to go back and try out. 

Overall, I think Los Guaca Moles may be going through a few growing pains, but this leaves more room for them to grow! I'd go back and give them another go. The atmosphere was fun and intimate without being too crowded and I'd love to check out their cozy patio on a warmer night."
La Carnita,3,2019-08-21,"My friends and I (6+ people) came on a Tuesday for the Tuesday special where you get 8 hardshell tacos to share. My friends ordered the other tacos and really liked the 'In Cod We Trust' taco. We also had quesadillas, corn, and churros (really delicious btw, I highly recommend). I also ordered a cocktail and was surprised at the alcohol content, despite the small portion. Overall, I found the food to be really tasty and well seasoned! I just found the portion sizes to be quite small for the prices they were charging.

Our server did a great job on checking up on us and keeping up with our orders. We would occassionally just blurt out to add another item and I was impressed that they remembered it all- thank you!! Our server was also quite engaging, which made this place very welcoming and down to earth. 

The interior is decorated quite nicely and this place is very hipster. I would also recommend booking a table because, despite the numerous amounts of tables, quite a lot of them were reserved. There is also a bar for people who want to pop by for drinks only. 

The food came at a timely manner and the place was quite comfy. We were decently full but the prices really weren't worth the portion sizes we were given. This knocked back a few stars for me. Also, the bill could not be separated so figuring that out with a large group was not so favorable. Being a large group, we were not notified about the automatic gratuity until we asked for the bill at the end."
Juicy Dumpling,5,2020-02-20,"If you want something quick and fast, and you want soup dumplings. This is the place to go. They serve food like it is fast food but the quality is perfect.
You order your food at the counter, the menu is limited but worth trying everything. The prices are really cheap as well, and as for the quality, the soup dumplings were pretty good. 
After you order your food they give you a buzzer, as I would call it. You take a sit and wait for the buzzer to vibrate. You grab your food, get your condiments and bon appetite. 
So if you are in the area and want some fast soup dumpling, definitely check this place out. Will be worth your time."
Donatello Restaurant,5,2019-08-15,"Gorgeous patio, friendly service, and amazing food. This place feels like you are dining at an Italian house. They have an extensive menu, and the portion sizes are pretty big. We tried Caesar salad, gnocchi and the salmon dish plus a dessert which was really good but I don't remember the name of. Everything was delicious. They are really generous with their parmesan, which they only add to each dish after serving it to you. Service was great; we ended up chatting with our server in the end for a while who turned out to be such a lovely person! They put a lot of effort into making their patio look good. I recommend reserving a table on the upstairs patio. The tree right in front of the restaurant is decorated with lights and it makes the whole place so beautiful and romantic with all the lighting and colourful flowers. 

I liked everything about this restaurant. Will be back for sure to try their other dishes."
Wilbur Mexicana,3,2019-12-08,"Gringo af. Lunch and dinner lines go out the door. Don't come here for your undersalted chips and measly-portioned guac. The meat was kind of too salty and even having three tacos made me want a fourth. I guess it's FINE that there's fish tacos but it's kind of overrated. Where is the cilantro?!?! 

I have had better. It's got an Assembly Chef's Hall vibe. It's loud, jammed full of working professionals. Only come here if everything else is closed."
Bar Buca,3,2018-08-27,"I reallyyyy wanted to like this place, I was truly excited to try it. 
The ambiance, the decor and the service were all great. But the food was just average for me. 

I really loved the caffè con zabaglione (espresso with sweet italian custard ) It was honestly the highlight of our meal. The Italian Custard gave it a wonderful sweet taste, similarly to how coffee with bailey's would taste. 

Unfortunately they didn't have many Gluten Free options or Vegetarian options, but we managed. 

I ordered the strapazzate dish (pulled mixed farm eggs, burrata & black truffles ) While to some it might seem like a delicate egg dish, to me, it tasted quite bland and lacked flavour. There was essentially no seasoning in the egg. All you tasted was plain egg with burrata cheese. 

I might come back here for a pastry and a coffee, but not for a meal"
Dumpling House Restaurant,3,2020-04-22,"This place has great dumplings (especially their pan fried ones, pork and chive is my fave), but there was one time when I went, maybe almost 2 years ago that really pissed me off. I would be more inclined to give this place 4 stars if it weren't for poor customer treatment. 

It was busy in the restaurant and a line was forming. My friend and I had just finished our meal. I had ordered a soy milk and was finishing it while also trying to buy tickets for a movie on my phone. I was aware that there was a lineup and I was trying to hurry but not chug my drink, but I was still finishing so I didn't think it would be an issue. One of the older ladies who runs the restaurant (in Chinese we would call her the 'lao ban niang') complained loudly and angrily to her staff in Chinese that I was playing on my phone and ordered them to clean our table up in an effort to get us to leave. It doesn't sound too bad when I type it out but it's just different in Chinese and her tone was angry. Only my mom talks to me like that when she's scolding me. I was very annoyed when I heard this, but finished my drink and got up to leave. The same woman put on a fake smile and said ""thank you!"" as we walked out the door. 

In this case, she probably didn't think I would understand her, which is probably also why she said what she said, but it really ruined my meal. Unfortunately for her, I understood every word. I hope they will exercise more caution when talking about customers in Chinese. I am Asian so I am used to less than ideal service at some mom and pop restaurants so I am understanding of most service at Chinese restaurants but I also don't like being scolded behind my back, and then treated so drastically different to my face.

In that moment I dramatically vowed never to return but the dumplings are too good and I have since returned and had pleasant experiences.

I mean, I doubt the woman even remembers that this happened but it was a bad enough experience that I felt compelled to write about it so long after, but the food is still good and I would recommend this place to people who don't mind feeling rushed when they eat. 

I like the potato threads and shanghai noodles in addition to boiled and pan fried dumplings."
Fishman Lobster Clubhouse Restaurant,5,2019-12-12,"Put this place at the top of my list to try in Toronto, and it did not disappoint. The place is huge! If you have a large party, I would recommend making a reservation. There are so many options to choose from, but we went with the lobster tower (4 course meal). This includes, snow pea leaves, lobster tower, fried rice and dessert which was just macarons. The lobster tower was delicious! So much flavor! No sauce needed. The service was really nice, they came by and changed our plates and asked us what we needed a couple of times. 


Note: It is cash only!"
Sichuan Garden Restaurant,1,2020-02-10,"This restaurant was formerly known as ""Sichuan Garden Restaurant"" and re-opened last year as ""Ten Miles B.B.Q"".  After reading positive reviews about their Dan Dan Noodles and Sichuan cuisine I popped in alone for a quick lunch.  I was greeted with a very confusing menu.   I wanted to order a few sides, but was advised by the server that my selections were too small. She did not suggest any alternatives.  All of the multiple small plates seem to have only one ingredient and no options for combination dishes like a mixed vegetable platter. I am happy to pay more for more content, but $12 for just bok choy? $6 for one small skewer of basic mushrooms? had to call her over twice until she finally helped me narrow it down to Dan Dan Noodles and a mushroom pot. I was hungry and desperate to order anything at this point.  THEY GAVE ME THE BILL BEFORE THE FOOD ARRIVED.  The Dan Dan Noodles were tasty, but after that the server and kitchen staff seemed to prioritize take out orders over mine.  At about 45 mins + from when I walked I had to flag two servers to ask about the mushroom pot I had ordered.  The kitchen staff had only just started the dish! At that point I paid for what I had eaten and walked out.    If you want UNHELPFUL ,SLOW & UNATTENTIVE servers and kitchen staff that (prioritize Uber Eats orders over sit down guests) and don't own up to their mess ups than you might enjoy this restaurant.  I myself will NEVER RETURN.  There are thousands of restaurants in the GTA. DON'T WASTE YOUR TIME OR MONEY on this one! P.S. The management was non-existent. P.P.S. THEY GAVE ME THE BILL BEFORE I HAD EVEN RECEIVED THE FOOD!"
Los Guaca-Moles,3,2019-05-11,"Not impressed. I really wanted to like this place. From the reviews it seemed like this was a hidden gem type of place bit all I found there was mediocre overpriced food and indifferent service.
Had the queso fundido which was decent but not great, not hot enough so the cheese was already hardening up, chorizo was bland, also a small portion with only four tortillas for twelve dollars.
The elotes were ok, nothing special. One cob cut in thirds.
The tacos though were really disappointing. Had a fish, a calamari, and a cactus. Three for fifteen dollars was the deal. The fish and calamari were tiny nuggets of tasteless breaded frozen seafood, the nopales tasted like they were straight out of a can. They were all bizarrely garnished with two cucumber half-moons, the fish was garnished with the usual cabbage slaw. 
The two salsas provided were the best part of the meal.
The service was inattentive at best, water was never refilled, waiters were wandering around aimlessly with salsas and dishes, not knowing where they were going. Never were asked how the food was or if we needed anything.
Not a negative experience per se but not one that I care to experience again."
Dynasty Chinese Cuisine,3,2019-09-21,"Dynasty is a decent spot if you're looking for Chinese food in the area. The place is nice inside (given its location in Yorkville), and the food selection is quite typical - similar to those found in other Cantonese restaurants. Nothing out of the ordinary. They offer an evening dim sum menu (a slightly condensed version of the regular dim sum selection). Service is pretty good and food comes out quick."
La Carnita,3,2019-02-16,"I came here for a birthday dinner on Saturday at 8pm. We were a party of 5 and didn't have a reservation so our wait time was around 1hr but only because a reservation was cancelled. If it wasn't, we probably would have waited closer to 2hrs. 
Every time I come to La Carnita, I always get the pollo frito taco but unfortunately they sold out :( I ended up getting the achiote chicken instead and I didn't read the description properly so completely overlooked the jalapeno salsa part. It was so spicy for me, I was tearing up but completely my fault for not reading the menu lol. 
The service was quick, we received our order of Mexican Corn shortly after we placed our order and our tacos came out just before we finished the corn. 

This location is a little cramped for my liking but the food quality is the same with all the other places. I've always enjoyed my dining experience at La Carnita. A reservation is strongly recommended though, otherwise you might have to wait over an hour like I did."
Quetzal,3,2018-12-22,"I had high expectations for this restaurant based on other reviews but for me, it ended up being just an average meal. 

The restaurant itself is very nice inside. The decor is unique and the feel of the restaurant is upscale yet welcoming. Staff are very friendly and professional. I don't particularly enjoy the high seats we had, but that's just me. The menu is a bit confusing so we had a lot of questions, and our server was happy to explain. There were four of us dining and we had intended on ordering our own food, but apparently this restaurant suggests more of a ""family style"" dining experience. I feel that this is a lazy way of serving, as you're basically told that they don't care about timing your food to come out together, so it's suggested you share whatever comes out first. Not my favourite way to eat when I'm dining with people I don't know very well.

One of the guys at our table wanted to order a drink that was under the ""Large Format"" heading, which our server explained was meant to share. She also said it could be served as a single drink if he wanted. I read the description (Velvet Krush) and decided I'd also like to try it. When our drinks were brought out, it was served as a single drink with two straws. I don't know what made her think that two people sitting on opposite ends of the table from each other would want to share a drink like that, but we sent it back requesting two separate glasses. Even if we had been a couple, I would not want to share a drink like that. Very strange. At least the drink was really good. Something I would definitely have again. 

We ordered a few ceviche dishes to start. Most of the dishes were good, but at this price point, I honestly expected to be wowed at least with some of the dishes. The presentation was exceptional, which is probably why I was disappointed, as I expected everything to taste as good as it looked. I did enjoy the scallop ceviche - probably my favourite dish of all the ones I tried. 

I had the hanger steak as my main with a side of grilled mushrooms. The steak was cooked rare, which I found to be a bit rubbery. Had it been cooked a bit more to mid-rare, it probably would have been perfect. Because they sliced the steak before bringing to the table, there's not much you can do to salvage it, aside from ordering a new one. Given the two-hour window they impose, I wasn't prepared to chance it, as we were over 2/3 of our time already. The mushrooms also looked better than they tasted, as I felt the broth kind of watered down the mushroom flavour rather than enhancing it. I also tasted the grilled fish and the coal roasted sweet potato, but neither was to my liking. It seemed like the char from the grill kind of overpowered everything else. 

At the end of the meal, there was nothing really outstanding for me. I'd return if I was with other people who wanted to try it, but can't say I'd rush back anytime soon."
Donatello Restaurant,3,2020-02-09,"My group and I came here to celebrate a birthday. There were issues with the reservation, as they had only called to confirm the day of the event, and we found we weren't being treated appropriately because of it by the hostess/first waiter upstairs that we received. It also may have been because of young age compared to the rest of their customers. If you plan to visit, make reservations and make sure there are no miscommunications before arriving. 

They ended up being able to accommodate us and our new waiter downstairs was very friendly and helpful. Despite the service in the beginning, it was quickly turned around with good service and great food. I ordered the gnocchi and it was delicious and filling. 

This place felt more like a date spot than a spot for large parties, there are a few floors, but it's still small. The food would be 5/5 for me but with the initial service, had to give it a 3."
La Carnita,3,2019-11-23,"We went on a Friday night and the wait was 40 minutes, so we decided to explore the area near us until we received a text that our table was ready. They led us to our table only to find that people were still sitting there. It took them 15 minutes to figure out another table for us. When we finally sat down, we were given menus and the food here is not cheap at all. We decided to get some chips and salsa to share with 2 tacos each. The salsa came in a tiny container that was barely enough for one person. We waited another 45 minutes for the tacos for them to be cold."
